LOCALITY,S_D,S_M,MALARIA,DENGUE,CHICKENGUNIA,VIRAL_FEVER,FLU,TUBERCULOSIS,DIARROHEA,TYPHOID,CHOLERA,JAUNDICE,TEMP_C,RAIN_MM,AQI,VIKHROLI_V,VIKHROLI_F
NAGPADA,20,7,0.0,0.0,0.0,1.0,1.0,0.0,6.0,7.0,9.0,7.0,32.43,0,62.9666666667,2.0,1.0,0
NAGPADA,21,7,0.0,0.0,0.0,1.0,1.0,0.0,6.0,7.0,9.0,7.0,30.74,0.12,60.5,2.0,1.0,0
NAGPADA,22,7,0.0,0.0,0.0,1.0,1.0,0.0,6.0,7.0,9.0,7.0,32.61,0.1,67.7,2.0,1.0,0
NAGPADA,23,7,0.0,0.0,0.0,1.0,1.0,0.0,6.0,7.0,9.0,7.0,31.1,0.08,67.66,2.0,1.0,0
NAGPADA,24,7,0.0,0.0,0.0,1.0,1.0,0.0,6.0,7.0,9.0,7.0,30.97,0.07,67.47,2.0,1.0,0
NAGPADA,25,7,0.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,4.0,3.0,31.91,0.05,65.58,1.0,0,0
NAGPADA,26,7,0.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,4.0,3.0,32.3,0.12,64.44,1.0,0,0
NAGPADA,27,7,0.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,4.0,3.0,30.77,0.07,66.04,1.0,0,0
NAGPADA,28,7,0.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,4.0,3.0,30.59,0.09,66.57,1.0,0,0
NAGPADA,29,7,0.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,4.0,3.0,30.47,0.06,66.58,1.0,0,0
NAGPADA,30,7,0.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,4.0,3.0,30.79,0.08,66.35,1.0,0,0
NAGPADA,31,7,0.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,4.0,3.0,32.31,0.05,65.18,1.0,0,0
NAGPADA,1,8,0.0,0.0,0.0,2.0,1.0,0.0,3.0,4.0,5.0,4.0,32.61,0.1,64.65,1.5,2.0,0
NAGPADA,2,8,0.0,0.0,0.0,2.0,1.0,0.0,3.0,4.0,5.0,4.0,32.7,0,65.8666666667,1.5,2.0,0
NAGPADA,3,8,0.0,0.0,0.0,2.0,1.0,0.0,3.0,4.0,5.0,4.0,32.47,0,64,1.5,2.0,0
NAGPADA,4,8,0.0,0.0,0.0,2.0,1.0,0.0,3.0,4.0,5.0,4.0,32.32,0,64.2166666667,1.5,2.0,0
NAGPADA,5,8,0.0,0.0,0.0,4.0,3.0,0.0,0.0,1.0,1.0,1.0,31.65,0,65.3,0.5,0.333333333333,0
NAGPADA,6,8,0.0,0.0,0.0,4.0,3.0,0.0,0.0,1.0,1.0,1.0,31.66,8.51,66.9,0.5,0.333333333333,0
NAGPADA,7,8,0.0,0.0,0.0,4.0,3.0,0.0,0.0,1.0,1.0,1.0,32.41,0,84.6666666667,0.5,0.333333333333,0
NAGPADA,8,8,0.0,0.0,0.0,4.0,3.0,0.0,0.0,1.0,1.0,1.0,31.32,0,73.9333333333,0.5,0.333333333333,0
NAGPADA,9,8,0.0,0.0,0.0,4.0,3.0,0.0,0.0,1.0,1.0,1.0,30.45,0,86.95,0.5,0.333333333333,0
NAGPADA,10,8,0.0,0.0,0.0,6.0,4.0,0.0,1.0,2.0,2.0,2.0,30.31,0,71.3333333333,0.333333333333,0.25,0
NAGPADA,11,8,0.0,0.0,0.0,6.0,4.0,0.0,1.0,2.0,2.0,2.0,31.65,0,57.68,0.333333333333,0.25,0
NAGPADA,12,8,0.0,0.0,0.0,6.0,4.0,0.0,1.0,2.0,2.0,2.0,30.87,0,56.84,0.333333333333,0.25,0
NAGPADA,13,8,0.0,0.0,0.0,6.0,4.0,0.0,1.0,2.0,2.0,2.0,31.76,0,61.1625,0.333333333333,0.25,0
NAGPADA,14,8,0.0,0.0,0.0,6.0,4.0,0.0,1.0,2.0,2.0,2.0,31.94,0,78.4125,0.333333333333,0.25,0
NAGPADA,15,8,0.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,31.7,0,80.9125,1.0,1.0,0
NAGPADA,16,8,0.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,31.98,0,86.925,1.0,1.0,0
NAGPADA,17,8,0.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,31.71,39.46,124.72,1.0,1.0,0
NAGPADA,18,8,0.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,31.39,61.36,70.0375,1.0,1.0,0
NAGPADA,19,8,0.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,32.95,0,60.5125,1.0,1.0,0
NAGPADA,20,8,0.0,0.0,0.0,5.0,3.0,0.0,1.0,2.0,2.0,2.0,33.15,0,80.4666666667,1.4,1.66666666667,0
NAGPADA,21,8,0.0,0.0,0.0,5.0,3.0,0.0,1.0,2.0,2.0,2.0,32.77,0,70.4833333333,1.4,1.66666666667,0
NAGPADA,22,8,0.0,0.0,0.0,5.0,3.0,0.0,1.0,2.0,2.0,2.0,32.77,0,61.36,1.4,1.66666666667,0
NAGPADA,23,8,0.0,0.0,0.0,5.0,3.0,0.0,1.0,2.0,2.0,2.0,33.01,0,61.1,1.4,1.66666666667,0
NAGPADA,24,8,0.0,0.0,0.0,5.0,3.0,0.0,1.0,2.0,2.0,2.0,32.41,0,61.72,1.4,1.66666666667,0
NAGPADA,25,8,0.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,31.28,0,72.4625,0.8,1.0,0
NAGPADA,26,8,0.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,33.01,0,61.1,0.8,1.0,0
NAGPADA,27,8,0.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,33.34,0,68.15,0.8,1.0,0
NAGPADA,28,8,0.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,30.42,0,122.9,0.8,1.0,0
NAGPADA,29,8,0.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,31.53,0,82.025,0.8,1.0,0
NAGPADA,30,8,0.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,30.37,0,73.6375,0.8,1.0,0
NAGPADA,31,8,0.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,31.73,0,67.2375,0.8,1.0,0
NAGPADA,1,9,0.0,0.0,0.0,9.0,6.0,0.0,2.0,2.0,3.0,2.0,32.58,0,58.6166666667,0.888888888889,0.833333333333,0
NAGPADA,2,9,0.0,0.0,0.0,9.0,6.0,0.0,2.0,2.0,3.0,2.0,31.5,0,57.35,0.888888888889,0.833333333333,0
NAGPADA,3,9,0.0,0.0,0.0,9.0,6.0,0.0,2.0,2.0,3.0,2.0,32.29,0,65.4833333333,0.888888888889,0.833333333333,0
NAGPADA,4,9,0.0,0.0,0.0,9.0,6.0,0.0,2.0,2.0,3.0,2.0,33.56,53.78,69.9666666667,0.888888888889,0.833333333333,0
NAGPADA,5,9,0.0,0.0,0.0,8.0,5.0,0.0,2.0,2.0,3.0,2.0,32.78,0,65.1,1.0,1.0,0
NAGPADA,6,9,0.0,0.0,0.0,8.0,5.0,0.0,2.0,2.0,3.0,2.0,32.66,0,65.04,1.0,1.0,0
NAGPADA,7,9,0.0,0.0,0.0,8.0,5.0,0.0,2.0,2.0,3.0,2.0,32.76,0,60.7,1.0,1.0,0
NAGPADA,8,9,0.0,0.0,0.0,8.0,5.0,0.0,2.0,2.0,3.0,2.0,32.92,0,69.1833333333,1.0,1.0,0
NAGPADA,9,9,0.0,0.0,0.0,8.0,5.0,0.0,2.0,2.0,3.0,2.0,32.26,0,61.9375,1.0,1.0,0
NAGPADA,10,9,0.0,0.0,0.0,7.0,5.0,0.0,1.0,2.0,2.0,2.0,30.88,0,86.4125,1.0,1.0,0
NAGPADA,11,9,0.0,0.0,0.0,7.0,5.0,0.0,1.0,2.0,2.0,2.0,32.56,0,80.95,1.0,1.0,0
NAGPADA,12,9,0.0,0.0,0.0,7.0,5.0,0.0,1.0,2.0,2.0,2.0,32.61,0,67.2,1.0,1.0,0
NAGPADA,13,9,0.0,0.0,0.0,7.0,5.0,0.0,1.0,2.0,2.0,2.0,30.3,50.54,65.7333333333,1.0,1.0,0
NAGPADA,14,9,0.0,0.0,0.0,7.0,5.0,0.0,1.0,2.0,2.0,2.0,32.32,55.52,59.47,1.0,1.0,0
NAGPADA,15,9,0.0,0.0,0.0,6.0,4.0,0.0,3.0,4.0,5.0,4.0,32.04,0,57.48,1.0,1.0,0
NAGPADA,16,9,0.0,0.0,0.0,6.0,4.0,0.0,3.0,4.0,5.0,4.0,32.51,0,59.51,1.0,1.0,0
NAGPADA,17,9,0.0,0.0,0.0,6.0,4.0,0.0,3.0,4.0,5.0,4.0,33.11,0,59.76,1.0,1.0,0
NAGPADA,18,9,0.0,0.0,0.0,6.0,4.0,0.0,3.0,4.0,5.0,4.0,32.51,0,61.75,1.0,1.0,0
NAGPADA,19,9,0.0,0.0,0.0,6.0,4.0,0.0,3.0,4.0,5.0,4.0,31.98,0,62.91,1.0,1.0,0
NAGPADA,20,9,0.0,0.0,0.0,8.0,5.0,0.0,3.0,4.0,4.0,4.0,30.12,0,63.54,0.25,0.2,0
NAGPADA,21,9,0.0,0.0,0.0,8.0,5.0,0.0,3.0,4.0,4.0,4.0,32.31,0,61.72,0.25,0.2,0
NAGPADA,22,9,0.0,0.0,0.0,8.0,5.0,0.0,3.0,4.0,4.0,4.0,32.39,0,69.4166666667,0.25,0.2,0
NAGPADA,23,9,0.0,0.0,0.0,8.0,5.0,0.0,3.0,4.0,4.0,4.0,32.79,0,75.95,0.25,0.2,0
NAGPADA,24,9,0.0,0.0,0.0,8.0,5.0,0.0,3.0,4.0,4.0,4.0,30.71,48.56,81.2666666667,0.25,0.2,0
NAGPADA,25,9,0.0,0.0,0.0,7.0,4.0,0.0,3.0,3.0,4.0,3.0,32.74,56.49,83.6333333333,0.285714285714,0.25,0
NAGPADA,26,9,0.0,0.0,0.0,7.0,4.0,0.0,3.0,3.0,4.0,3.0,32.16,3.85,82.3833333333,0.285714285714,0.25,0
NAGPADA,27,9,0.0,0.0,0.0,7.0,4.0,0.0,3.0,3.0,4.0,3.0,31.37,0,78.3833333333,0.285714285714,0.25,0
NAGPADA,28,9,0.0,0.0,0.0,7.0,4.0,0.0,3.0,3.0,4.0,3.0,33.39,0,91.2666666667,0.285714285714,0.25,0
NAGPADA,29,9,0.0,0.0,0.0,7.0,4.0,0.0,3.0,3.0,4.0,3.0,34.86,0,135.9333333333,0.285714285714,0.25,0
NAGPADA,30,9,0.0,0.0,0.0,7.0,4.0,0.0,3.0,3.0,4.0,3.0,36.35,0,131.3,0.285714285714,0.25,0
NAGPADA,1,10,0.0,0.0,0.0,2.0,1.0,0.0,4.0,6.0,7.0,6.0,35.75,0,177,0.5,0.0,0
NAGPADA,2,10,0.0,0.0,0.0,2.0,1.0,0.0,4.0,6.0,7.0,6.0,33.23,0,98.55,0.5,0.0,0
NAGPADA,3,10,0.0,0.0,0.0,2.0,1.0,0.0,4.0,6.0,7.0,6.0,31.76,0,72.3,0.5,0.0,0
NAGPADA,4,10,0.0,0.0,0.0,2.0,1.0,0.0,4.0,6.0,7.0,6.0,31.72,0,79.75,0.5,0.0,0
NAGPADA,5,10,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,6.0,5.0,32.43,0,91.55,0,0,0
NAGPADA,6,10,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,6.0,5.0,33.89,0,158.3333333333,0,0,0
NAGPADA,7,10,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,6.0,5.0,34.33,0,188.1333333333,0,0,0
NAGPADA,8,10,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,6.0,5.0,34.1,0,208.5666666667,0,0,0
NAGPADA,9,10,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,6.0,5.0,33.94,0,75.09,0,0,0
NAGPADA,10,10,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,7.0,6.0,33.89,0,73.8,0,0,0
NAGPADA,11,10,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,7.0,6.0,33.49,0,75.8,0,0,0
NAGPADA,12,10,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,7.0,6.0,32.95,0,83.8333333333,0,0,0
NAGPADA,13,10,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,7.0,6.0,33.75,0,122.8333333333,0,0,0
NAGPADA,14,10,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,7.0,6.0,34.6,0,159.7333333333,0,0,0
NAGPADA,15,10,0.0,0.0,0.0,1.0,1.0,0.0,5.0,6.0,8.0,6.0,35.41,0,232.3666666667,1.0,0.0,0
NAGPADA,16,10,0.0,0.0,0.0,1.0,1.0,0.0,5.0,6.0,8.0,6.0,35.03,0,169.5666666667,1.0,0.0,0
NAGPADA,17,10,0.0,0.0,0.0,1.0,1.0,0.0,5.0,6.0,8.0,6.0,35.57,0,183.9666666667,1.0,0.0,0
NAGPADA,18,10,0.0,0.0,0.0,1.0,1.0,0.0,5.0,6.0,8.0,6.0,35.13,0,205.1,1.0,0.0,0
NAGPADA,19,10,0.0,0.0,0.0,1.0,1.0,0.0,5.0,6.0,8.0,6.0,35.78,0,169.1333333333,1.0,0.0,0
NAGPADA,20,10,0.0,0.0,0.0,1.0,1.0,0.0,5.0,6.0,8.0,6.0,35.26,0,206.0666666667,2.0,1.0,0
NAGPADA,21,10,0.0,0.0,0.0,1.0,1.0,0.0,5.0,6.0,8.0,6.0,35.29,0,249.9333333333,2.0,1.0,0
NAGPADA,22,10,0.0,0.0,0.0,1.0,1.0,0.0,5.0,6.0,8.0,6.0,35.29,0,261.9666666667,2.0,1.0,0
NAGPADA,23,10,0.0,0.0,0.0,1.0,1.0,0.0,5.0,6.0,8.0,6.0,35.1,0,163.1666666667,2.0,1.0,0
NAGPADA,24,10,0.0,0.0,0.0,1.0,1.0,0.0,5.0,6.0,8.0,6.0,35.01,0,118.04,2.0,1.0,0
NAGPADA,25,10,0.0,0.0,0.0,1.0,0.0,2.0,2.0,3.0,4.0,3.0,34.65,0,111.1,1.0,0,1.0
NAGPADA,26,10,0.0,0.0,0.0,1.0,0.0,2.0,2.0,3.0,4.0,3.0,34.13,0,103.96,1.0,0,1.0
NAGPADA,27,10,0.0,0.0,0.0,1.0,0.0,2.0,2.0,3.0,4.0,3.0,33.93,0,103.62,1.0,0,1.0
NAGPADA,28,10,0.0,0.0,0.0,1.0,0.0,2.0,2.0,3.0,4.0,3.0,34.06,0,126.11,1.0,0,1.0
NAGPADA,29,10,0.0,0.0,0.0,1.0,0.0,2.0,2.0,3.0,4.0,3.0,33.82,0,157.69,1.0,0,1.0
NAGPADA,30,10,0.0,0.0,0.0,1.0,0.0,2.0,2.0,3.0,4.0,3.0,32.84,0,118.4,1.0,0,1.0
NAGPADA,31,10,0.0,0.0,0.0,1.0,0.0,2.0,2.0,3.0,4.0,3.0,33.79,0,335.4076923077,1.0,0,1.0
NAGPADA,1,11,0.0,0.0,0.0,2.0,1.0,4.0,3.0,3.0,4.0,3.0,33.9,0,113.28,1.5,2.0,1.25
NAGPADA,2,11,0.0,0.0,0.0,2.0,1.0,4.0,3.0,3.0,4.0,3.0,34.5,0,122.47,1.5,2.0,1.25
NAGPADA,3,11,0.0,0.0,0.0,2.0,1.0,4.0,3.0,3.0,4.0,3.0,33.54,0,155.51,1.5,2.0,1.25
NAGPADA,4,11,0.0,0.0,0.0,2.0,1.0,4.0,3.0,3.0,4.0,3.0,33.81,0,174.07,1.5,2.0,1.25
NAGPADA,5,11,0.0,0.0,0.0,4.0,3.0,3.0,0.0,0.0,1.0,0.0,33.85,0,148.05,0.5,0.333333333333,1.0
NAGPADA,6,11,0.0,0.0,0.0,4.0,3.0,3.0,0.0,0.0,1.0,0.0,34.24,0,162.82,0.5,0.333333333333,1.0
NAGPADA,7,11,0.0,0.0,0.0,4.0,3.0,3.0,0.0,0.0,1.0,0.0,34.54,0,166.73,0.5,0.333333333333,1.0
NAGPADA,8,11,0.0,0.0,0.0,4.0,3.0,3.0,0.0,0.0,1.0,0.0,33.81,0,153.95,0.5,0.333333333333,1.0
NAGPADA,9,11,0.0,0.0,0.0,4.0,3.0,3.0,0.0,0.0,1.0,0.0,33.69,0,177.22,0.5,0.333333333333,1.0
NAGPADA,10,11,0.0,0.0,0.0,6.0,4.0,2.0,1.0,1.0,2.0,1.0,33.47,0,176.7666666667,0.333333333333,0.25,1.5
NAGPADA,11,11,0.0,0.0,0.0,6.0,4.0,2.0,1.0,1.0,2.0,1.0,33.96,0,283.2333333333,0.333333333333,0.25,1.5
NAGPADA,12,11,0.0,0.0,0.0,6.0,4.0,2.0,1.0,1.0,2.0,1.0,34.98,0,156.6,0.333333333333,0.25,1.5
NAGPADA,13,11,0.0,0.0,0.0,6.0,4.0,2.0,1.0,1.0,2.0,1.0,33.74,0,185.9333333333,0.333333333333,0.25,1.5
NAGPADA,14,11,0.0,0.0,0.0,6.0,4.0,2.0,1.0,1.0,2.0,1.0,33.26,0,138.45,0.333333333333,0.25,1.5
NAGPADA,15,11,0.0,0.0,0.0,6.0,4.0,6.0,0.0,0.0,0.0,0.0,33.18,0,147.17,1.0,1.0,1.0
NAGPADA,16,11,0.0,0.0,0.0,6.0,4.0,6.0,0.0,0.0,0.0,0.0,33.31,0,146.7,1.0,1.0,1.0
NAGPADA,17,11,0.0,0.0,0.0,6.0,4.0,6.0,0.0,0.0,0.0,0.0,32.97,0,142.19,1.0,1.0,1.0
NAGPADA,18,11,0.0,0.0,0.0,6.0,4.0,6.0,0.0,0.0,0.0,0.0,33.59,0,179.68,1.0,1.0,1.0
NAGPADA,19,11,0.0,0.0,0.0,6.0,4.0,6.0,0.0,0.0,0.0,0.0,30.9,0,186.98,1.0,1.0,1.0
NAGPADA,20,11,0.0,0.0,0.0,5.0,3.0,4.0,1.0,1.0,2.0,1.0,36.07,2.3,154.59,1.4,1.66666666667,1.5
NAGPADA,21,11,0.0,0.0,0.0,5.0,3.0,4.0,1.0,1.0,2.0,1.0,33.71,0,161.29,1.4,1.66666666667,1.5
NAGPADA,22,11,0.0,0.0,0.0,5.0,3.0,4.0,1.0,1.0,2.0,1.0,32.53,0,205.14,1.4,1.66666666667,1.5
NAGPADA,23,11,0.0,0.0,0.0,5.0,3.0,4.0,1.0,1.0,2.0,1.0,32.39,0,149.95,1.4,1.66666666667,1.5
NAGPADA,24,11,0.0,0.0,0.0,5.0,3.0,4.0,1.0,1.0,2.0,1.0,33.23,0,138.25,1.4,1.66666666667,1.5
NAGPADA,25,11,0.0,0.0,0.0,6.0,4.0,4.0,0.0,0.0,0.0,0.0,33.45,0,154.14,0.833333333333,0.75,1.25
NAGPADA,26,11,0.0,0.0,0.0,6.0,4.0,4.0,0.0,0.0,0.0,0.0,33.36,0,198.24,0.833333333333,0.75,1.25
NAGPADA,27,11,0.0,0.0,0.0,6.0,4.0,4.0,0.0,0.0,0.0,0.0,32.01,0,133.9466666667,0.833333333333,0.75,1.25
NAGPADA,28,11,0.0,0.0,0.0,6.0,4.0,4.0,0.0,0.0,0.0,0.0,30.68,0,112.51,0.833333333333,0.75,1.25
NAGPADA,29,11,0.0,0.0,0.0,6.0,4.0,4.0,0.0,0.0,0.0,0.0,31.64,0,147.54,0.833333333333,0.75,1.25
NAGPADA,30,11,0.0,0.0,0.0,6.0,4.0,4.0,0.0,0.0,0.0,0.0,32.72,0,134.0266666667,0.833333333333,0.75,1.25
NAGPADA,1,12,0.0,0.0,0.0,9.0,6.0,3.0,1.0,2.0,2.0,2.0,32.71,0,124.9333333333,0.888888888889,0.833333333333,2.0
NAGPADA,2,12,0.0,0.0,0.0,9.0,6.0,3.0,1.0,2.0,2.0,2.0,32.28,0,167.3,0.888888888889,0.833333333333,2.0
NAGPADA,3,12,0.0,0.0,0.0,9.0,6.0,3.0,1.0,2.0,2.0,2.0,31.75,0,122.0466666667,0.888888888889,0.833333333333,2.0
NAGPADA,4,12,0.0,0.0,0.0,9.0,6.0,3.0,1.0,2.0,2.0,2.0,31.5,0,127.36,0.888888888889,0.833333333333,2.0
NAGPADA,5,12,0.0,0.0,0.0,8.0,5.0,2.0,1.0,2.0,2.0,2.0,31.82,0,162.32,1.0,1.0,2.5
NAGPADA,6,12,0.0,0.0,0.0,8.0,5.0,2.0,1.0,2.0,2.0,2.0,31.98,0,147.62,1.0,1.0,2.5
NAGPADA,7,12,0.0,0.0,0.0,8.0,5.0,2.0,1.0,2.0,2.0,2.0,32.26,0,132.07,1.0,1.0,2.5
NAGPADA,8,12,0.0,0.0,0.0,8.0,5.0,2.0,1.0,2.0,2.0,2.0,31.46,0,137.23,1.0,1.0,2.5
NAGPADA,9,12,0.0,0.0,0.0,8.0,5.0,2.0,1.0,2.0,2.0,2.0,30.73,0,191.6333333333,1.0,1.0,2.5
NAGPADA,10,12,0.0,0.0,0.0,7.0,5.0,1.0,1.0,1.0,2.0,1.0,30.09,0,159.68,1.0,1.0,6.0
NAGPADA,11,12,0.0,0.0,0.0,7.0,5.0,1.0,1.0,1.0,2.0,1.0,29.56,0,155.65,1.0,1.0,6.0
NAGPADA,12,12,0.0,0.0,0.0,7.0,5.0,1.0,1.0,1.0,2.0,1.0,28.76,0,143.85,1.0,1.0,6.0
NAGPADA,13,12,0.0,0.0,0.0,7.0,5.0,1.0,1.0,1.0,2.0,1.0,29,0,138.84,1.0,1.0,6.0
NAGPADA,14,12,0.0,0.0,0.0,7.0,5.0,1.0,1.0,1.0,2.0,1.0,29.65,0,134.72,1.0,1.0,6.0
NAGPADA,15,12,0.0,0.0,0.0,6.0,4.0,2.0,3.0,3.0,4.0,3.0,30.04,0,138.2333333333,1.0,1.0,3.0
NAGPADA,16,12,0.0,0.0,0.0,6.0,4.0,2.0,3.0,3.0,4.0,3.0,29.28,0,152.3,1.0,1.0,3.0
NAGPADA,17,12,0.0,0.0,0.0,6.0,4.0,2.0,3.0,3.0,4.0,3.0,28.2,0,132.09,1.0,1.0,3.0
NAGPADA,18,12,0.0,0.0,0.0,6.0,4.0,2.0,3.0,3.0,4.0,3.0,28.29,0,121.18,1.0,1.0,3.0
NAGPADA,19,12,0.0,0.0,0.0,6.0,4.0,2.0,3.0,3.0,4.0,3.0,30.08,0,164.4,1.0,1.0,3.0
NAGPADA,20,12,0.0,0.0,0.0,8.0,5.0,2.0,2.0,3.0,4.0,3.0,29.17,0,207.8666666667,0.25,0.2,1.0
NAGPADA,21,12,0.0,0.0,0.0,8.0,5.0,2.0,2.0,3.0,4.0,3.0,28.62,0,115,0.25,0.2,1.0
NAGPADA,22,12,0.0,0.0,0.0,8.0,5.0,2.0,2.0,3.0,4.0,3.0,26.96,0,105.64,0.25,0.2,1.0
NAGPADA,23,12,0.0,0.0,0.0,8.0,5.0,2.0,2.0,3.0,4.0,3.0,25.72,0,128.7,0.25,0.2,1.0
NAGPADA,24,12,0.0,0.0,0.0,8.0,5.0,2.0,2.0,3.0,4.0,3.0,27,0,116.1533333333,0.25,0.2,1.0
NAGPADA,25,12,0.0,0.0,0.0,6.0,4.0,1.0,2.0,3.0,3.0,3.0,28.91,0,103.1666666667,0.166666666667,0.25,0.0
NAGPADA,26,12,0.0,0.0,0.0,6.0,4.0,1.0,2.0,3.0,3.0,3.0,27.84,0,129.9,0.166666666667,0.25,0.0
NAGPADA,27,12,0.0,0.0,0.0,6.0,4.0,1.0,2.0,3.0,3.0,3.0,28.36,0,157.8333333333,0.166666666667,0.25,0.0
NAGPADA,28,12,0.0,0.0,0.0,6.0,4.0,1.0,2.0,3.0,3.0,3.0,29.33,0,136.8,0.166666666667,0.25,0.0
NAGPADA,29,12,0.0,0.0,0.0,6.0,4.0,1.0,2.0,3.0,3.0,3.0,31.07,0,151.7,0.166666666667,0.25,0.0
NAGPADA,30,12,0.0,0.0,0.0,6.0,4.0,1.0,2.0,3.0,3.0,3.0,30.43,0,163.72,0.166666666667,0.25,0.0
NAGPADA,31,12,0.0,0.0,0.0,6.0,4.0,1.0,2.0,3.0,3.0,3.0,30.6,0,162.1333333333,0.166666666667,0.25,0.0
